DIP-250N|refseq:NP_499284|uniprotkb:P41958,DIP-1016N|refseq:NP_498007|uniprotkb:P30429,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Mitochondrion'],['Mitochondrion']
DIP-24936N|refseq:NP_498295|uniprotkb:Q09542,DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40573E,dip-quality-status:,dip:0005(high throughput),,
DIP-26170N|refseq:NP_498473|uniprotkb:P41886,DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40574E,dip-quality-status:,dip:0005(high throughput),,
DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,DIP-25069N|refseq:NP_494128|uniprotkb:O44821,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40575E,dip-quality-status:,dip:0005(high throughput),,
DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,DIP-26359N|refseq:NP_499028|uniprotkb:Q03601,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40576E,dip-quality-status:,dip:0005(high throughput),,
DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,DIP-26841N|refseq:NP_509951|uniprotkb:Q22166,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40580E,dip-quality-status:,dip:0005(high throughput),,
DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7,DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40582E,dip-quality-status:,dip:0005(high throughput),,
DIP-26093N|refseq:NP_504680|uniprotkb:O76449,DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40583E,dip-quality-status:,dip:0005(high throughput),,
DIP-26479N|refseq:NP_509898|uniprotkb:Q23500,DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40584E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-24943N|refseq:NP_505473|uniprotkb:P90845,DIP-24980N|refseq:NP_492581|uniprotkb:Q9XVE6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40586E,dip-quality-status:,dip:0005(high throughput),,
DIP-24980N|refseq:NP_492581|uniprotkb:Q9XVE6,DIP-25324N|refseq:NP_491892|uniprotkb:O44738,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40587E,dip-quality-status:,dip:0005(high throughput),,
DIP-25472N|refseq:NP_741371|uniprotkb:Q966C6,DIP-24980N|refseq:NP_492581|uniprotkb:Q9XVE6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40588E,dip-quality-status:,dip:0005(high throughput),,
DIP-26472N|refseq:NP_501545|uniprotkb:Q18241,DIP-26073N|refseq:NP_504839|uniprotkb:O16313,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40592E,dip-quality-status:,dip:0005(high throughput),,
DIP-26307N|uniprotkb:Q9XUE7,DIP-26073N|refseq:NP_504839|uniprotkb:O16313,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40594E,dip-quality-status:,dip:0005(high throughput),,
DIP-26073N|refseq:NP_504839|uniprotkb:O16313,DIP-27041N|refseq:NP_504661|uniprotkb:Q94251,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40595E,dip-quality-status:,dip:0005(high throughput),,"['Cytoplasm', 'Nucleus']"
DIP-26073N|refseq:NP_504839|uniprotkb:O16313,DIP-25126N|refseq:NP_507848|uniprotkb:Q9NEJ8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40596E,dip-quality-status:,dip:0005(high throughput),,
DIP-26073N|refseq:NP_504839|uniprotkb:O16313,DIP-24881N|refseq:NP_510595|uniprotkb:Q9XVZ1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40598E,dip-quality-status:,dip:0005(high throughput),,
DIP-26052N|refseq:NP_498409|uniprotkb:Q11189,DIP-26110N|refseq:NP_497822|uniprotkb:P42171,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40599E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],"['Cytoplasm', 'Golgi apparatus']"
DIP-26052N|refseq:NP_498409|uniprotkb:Q11189,DIP-25739N|refseq:NP_508383|uniprotkb:Q9N5S5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40600E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],
DIP-26052N|refseq:NP_498409|uniprotkb:Q11189,DIP-25246N|refseq:NP_499272|uniprotkb:Q21626,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40601E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],['Cytoplasm']
DIP-25421N|refseq:NP_001021628|uniprotkb:P91820,DIP-26052N|refseq:NP_498409|uniprotkb:Q11189,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40602E,dip-quality-status:,dip:0005(high throughput),,['Mitochondrion']
DIP-26052N|refseq:NP_498409|uniprotkb:Q11189,DIP-24595N|refseq:NP_504677|uniprotkb:O76447,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40603E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],
DIP-26038N|refseq:NP_502434|uniprotkb:Q18503,DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40605E,dip-quality-status:,dip:0005(high throughput),,
DIP-26372N|refseq:NP_495983|uniprotkb:Q18964,DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40606E,dip-quality-status:,dip:0005(high throughput),,
DIP-25353N|refseq:NP_501412|uniprotkb:O61521,DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40607E,dip-quality-status:,dip:0005(high throughput),,
DIP-25923N|refseq:NP_492721|uniprotkb:Q93561,DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40608E,dip-quality-status:,dip:0005(high throughput),['Endoplasmic reticulum'],
DIP-25188N|refseq:NP_496840|uniprotkb:O02268,DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40609E,dip-quality-status:,dip:0005(high throughput),,
DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,DIP-25723N|refseq:NP_498169|uniprotkb:Q21648,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40610E,dip-quality-status:,dip:0005(high throughput),,
DIP-24983N|refseq:NP_507518|uniprotkb:Q9NES0,DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40613E,dip-quality-status:,dip:0005(high throughput),,
DIP-24998N|refseq:NP_508216|uniprotkb:Q9GYJ9,DIP-26880N|uniprotkb:Q9U1S5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40614E,dip-quality-status:,dip:0005(high throughput),,
DIP-25370N|refseq:NP_510447|uniprotkb:Q17675,DIP-24612N|refseq:NP_490960|uniprotkb:Q95XR0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40615E,dip-quality-status:,dip:0005(high throughput),,
DIP-27236N|refseq:NP_501158|uniprotkb:Q17728,DIP-25833N|refseq:NP_491398|uniprotkb:O01869,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40616E,dip-quality-status:,dip:0005(high throughput),,
DIP-27342N|refseq:NP_494893|uniprotkb:Q21746,DIP-27236N|refseq:NP_501158|uniprotkb:Q17728,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40618E,dip-quality-status:,dip:0005(high throughput),,
DIP-25850N|refseq:NP_501830|uniprotkb:Q17635,DIP-27236N|refseq:NP_501158|uniprotkb:Q17728,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40619E,dip-quality-status:,dip:0005(high throughput),"['Cytoplasm', 'Nucleus']",
DIP-27236N|refseq:NP_501158|uniprotkb:Q17728,DIP-25701N|refseq:NP_504575|uniprotkb:P27798,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40620E,dip-quality-status:,dip:0005(high throughput),,['Endoplasmic reticulum']
DIP-26765N|uniprotkb:Q09417,DIP-26270N|refseq:NP_496233|uniprotkb:Q17789,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40623E,dip-quality-status:,dip:0005(high throughput),,
DIP-26270N|refseq:NP_496233|uniprotkb:Q17789,DIP-25467N|refseq:NP_502655|uniprotkb:O45946,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40624E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-24325N|refseq:NP_490733|uniprotkb:Q9N5Z3,DIP-26405N|refseq:NP_497731|uniprotkb:P41829,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40625E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-24785N|refseq:NP_507940|uniprotkb:Q9XVF7,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40628E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-25367N|refseq:NP_492780|uniprotkb:O61816,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40629E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25262N|refseq:NP_491732|uniprotkb:Q95Q90,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40630E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,DIP-25585N|refseq:NP_497231|uniprotkb:Q09232,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40631E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26360N|refseq:NP_498059|uniprotkb:Q18264,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40632E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-26798N|refseq:NP_505756|uniprotkb:Q18951,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40633E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,DIP-24923N|refseq:NP_504972|uniprotkb:P91209,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40634E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,DIP-25783N|refseq:NP_504374|uniprotkb:Q9GUC8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40635E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26821N|refseq:NP_509217|uniprotkb:Q10454,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40637E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27469N|refseq:NP_505165|uniprotkb:Q20660,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40638E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27240N|refseq:NP_492328|uniprotkb:Q21740,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40639E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,DIP-26390N|refseq:NP_506843|uniprotkb:O62385,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40640E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-24700N|uniprotkb:O02174,DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40641E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25457N|refseq:NP_498646|uniprotkb:Q95YF3,DIP-27377N|refseq:NP_492931|uniprotkb:Q9XXL8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40642E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25221N|refseq:NP_495677|uniprotkb:P21541,DIP-27246N|refseq:NP_491834|uniprotkb:O44768,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40645E,dip-quality-status:,dip:0005(high throughput),,
DIP-25221N|refseq:NP_495677|uniprotkb:P21541,DIP-25510N|refseq:NP_491044|uniprotkb:O45006,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40646E,dip-quality-status:,dip:0005(high throughput),,
DIP-26362N|refseq:NP_501078|uniprotkb:Q23472,DIP-25221N|refseq:NP_495677|uniprotkb:P21541,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40647E,dip-quality-status:,dip:0005(high throughput),,
DIP-25388N|refseq:NP_491955|uniprotkb:P27604,DIP-24446N|uniprotkb:Q09227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40648E,dip-quality-status:,dip:0005(high throughput),,
DIP-24342N|refseq:NP_504487|uniprotkb:Q17975,DIP-26618N|refseq:NP_510618|uniprotkb:Q17862,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40658E,dip-quality-status:,dip:0005(high throughput),,
DIP-26618N|refseq:NP_510618|uniprotkb:Q17862,DIP-24431N|refseq:NP_492558|uniprotkb:O18036,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40660E,dip-quality-status:,dip:0005(high throughput),,
DIP-26069N|refseq:NP_496402|uniprotkb:Q22251,DIP-26618N|refseq:NP_510618|uniprotkb:Q17862,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40661E,dip-quality-status:,dip:0005(high throughput),,
DIP-27294N|refseq:NP_505948|uniprotkb:Q20016,DIP-26618N|refseq:NP_510618|uniprotkb:Q17862,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40662E,dip-quality-status:,dip:0005(high throughput),,
DIP-24948N|refseq:NP_741687|uniprotkb:Q9NET8,DIP-26618N|refseq:NP_510618|uniprotkb:Q17862,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40663E,dip-quality-status:,dip:0005(high throughput),,
DIP-24679N|refseq:NP_498124|uniprotkb:Q9GYG1,DIP-26618N|refseq:NP_510618|uniprotkb:Q17862,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40664E,dip-quality-status:,dip:0005(high throughput),,
DIP-27394N|refseq:NP_509342|uniprotkb:P29355,DIP-26869N|refseq:NP_496470|uniprotkb:Q9XVW8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40721E,dip-quality-status:,dip:0005(high throughput),,
DIP-25084N|refseq:NP_497206|uniprotkb:Q09983,DIP-24434N|refseq:NP_493650|uniprotkb:P91080,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40803E,dip-quality-status:,dip:0005(high throughput),,
DIP-25384N|refseq:NP_503729|uniprotkb:O61899,DIP-26135N|refseq:NP_506709|uniprotkb:Q9XVR6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40811E,dip-quality-status:,dip:0005(high throughput),,
DIP-24434N|refseq:NP_493650|uniprotkb:P91080,DIP-24524N|refseq:NP_491871|uniprotkb:Q966M3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40801E,dip-quality-status:,dip:0005(high throughput),,
DIP-24434N|refseq:NP_493650|uniprotkb:P91080,DIP-24494N|refseq:NP_509829|uniprotkb:Q22631,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40804E,dip-quality-status:,dip:0005(high throughput),,
DIP-24434N|refseq:NP_493650|uniprotkb:P91080,DIP-25429N|refseq:NP_492976|uniprotkb:O45799,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40805E,dip-quality-status:,dip:0005(high throughput),,
DIP-26522N|refseq:NP_509519|uniprotkb:Q18124,DIP-24299N|refseq:NP_496497|uniprotkb:P52709,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40806E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27342N|refseq:NP_494893|uniprotkb:Q21746,DIP-26522N|refseq:NP_509519|uniprotkb:Q18124,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-40807E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput),,
DIP-26322N|refseq:NP_493727|uniprotkb:O17156,DIP-27026N|refseq:NP_506362|uniprotkb:Q18727,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40808E,dip-quality-status:,dip:0005(high throughput),,
DIP-25007N|refseq:NP_493435|uniprotkb:Q9NEN6,DIP-26322N|refseq:NP_493727|uniprotkb:O17156,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40809E,dip-quality-status:,dip:0005(high throughput),,
DIP-25407N|refseq:NP_506127|uniprotkb:Q23158,DIP-26243N|refseq:NP_501343|uniprotkb:Q18195,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40813E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-26900N|refseq:NP_498900|uniprotkb:Q95QJ7,DIP-25342N|refseq:NP_492108|uniprotkb:P51875,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40814E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-27023N|refseq:NP_741787|uniprotkb:Q19955,DIP-25342N|refseq:NP_492108|uniprotkb:P51875,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40815E,dip-quality-status:,dip:0005(high throughput),,
DIP-25342N|refseq:NP_492108|uniprotkb:P51875,DIP-24929N|refseq:NP_502241|uniprotkb:Q20178,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40816E,dip-quality-status:,dip:0005(high throughput),,
DIP-26013N|refseq:NP_493928|uniprotkb:Q965M4,DIP-25342N|refseq:NP_492108|uniprotkb:P51875,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40817E,dip-quality-status:,dip:0005(high throughput),,
DIP-25181N|refseq:NP_502097|uniprotkb:Q93930,DIP-25342N|refseq:NP_492108|uniprotkb:P51875,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40818E,dip-quality-status:,dip:0005(high throughput),,
DIP-26565N|refseq:NP_498584|uniprotkb:P47991,DIP-25342N|refseq:NP_492108|uniprotkb:P51875,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40819E,dip-quality-status:,dip:0005(high throughput),,
DIP-24912N|refseq:NP_497783|uniprotkb:P50880,DIP-27107N|refseq:NP_494936|uniprotkb:Q18238,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40820E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-27107N|refseq:NP_494936|uniprotkb:Q18238,DIP-24437N|refseq:NP_492555|uniprotkb:O18650,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40823E,dip-quality-status:,dip:0005(high throughput),,
DIP-25105N|refseq:NP_500057|uniprotkb:O45198,DIP-27107N|refseq:NP_494936|uniprotkb:Q18238,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40824E,dip-quality-status:,dip:0005(high throughput),,
